word,phonetic,translation
sinew,'sinju:,"n. 肌肉, 精力, 體力, 力量的源泉, 腱\nvt. 賦予力量, 加強"
sinewy,'sinju:i,"a. 強壯的, 結實的, 多腱的"
sinful,'sinful,"a. 有罪的, 罪孽深重的\n[法] 有罪, 充滿罪惡的"
sinfully,'sɪnfəlɪ,"adv. 罪孽深重地, 不道德地"
sinfulness,'sinfəlnis,n. 有罪；作惡多端
sing,siŋ,"vi. 唱, 唱歌, 演唱, 鳴, 啼\nvt. 唱, 歌頌\nn. 嗖嗖聲"
singable,,"a. 可唱的, 適合於唱的"
singaporean,",siŋ^ә'pɔ:riәn",n. 新加坡人
singe,sindʒ,"v. 燒焦, 烤焦"
singed,sɪndʒd,"v. 淺表燒焦( singe的過去式和過去分詞 ); （毛髮）燎, 燒焦尖端[邊兒]"
singer,'siŋә,n. 歌手
singing,'siŋiŋ,"n. 歌唱, 歌聲\n[計] 振鳴; 蜂鳴"
single,'siŋgl,"a. 單身的, 單程的, 單一的, 個別的, 孤獨的, 專一的\nn. 一個, 單打, 單程票\nvt. 選出\nvi. 擊出一壘打\n[計] 單精度型"
singleness,'siŋglnis,"n. 單一, 真誠, 獨身"
singlet,'siŋglit,"n. 汗衫, 運動衫\n[化] 單峰; 單態; 單線態"
singleton,'siŋgltәn,"n. 一個, 獨生子, 獨身"
singly,'siŋgli,"adv. 一個一個地, 各自地, 單身地"
singsong,'siŋsɒŋ,"n. 單調無味, 單調的歌\na. 單調的\nv. 單調地唱"
singular,'siŋgjulә,"n. 單數\na. 異常的, 單一的"
singularity,.siŋgju'læriti,"n. 奇異, 突出, 稀有\n[化] 奇點"
singularly,'siŋgjulәli,"adv. 少見地, 不可思議地, 異常地"
Sinhalese,siŋhә'li:z,n. 僧伽羅人(語)
sinister,'sinistә,"a. 不吉利的, 兇惡的, 左邊的\n[醫] 左的"
sink,siŋk,"n. 藏垢的場所, 溝渠, 污水槽\nvi. 下沉, 沉沒, 下陷, 減弱, 衰退, 消沉, 墮落, 滲透\nvt. 使低落, 使下沉, 陷於, 投入(資金等), 挖掘"
sinker,'siŋkә,"n. 使下沉的人, 鉛錘, 鑿井工"
sinkhole,'siŋkhәul,"n. 陰溝口, 污水坑\n[化] 縮孔"
sinking,'siŋkiŋ,"n. 沉沒, 降低, 衰頹感\n[法] 償還債務"
sinless,'sinlis,"a. 無罪的, 清白的\n[法] 無罪的, 無辜的, 清白的"
sinner,'sinә,"n. 罪人, 不知禮儀的人, 無賴\n[法] 罪人, 無賴"
sinuous,'sinjuәs,"a. 彎彎曲曲的, 迂迴的, 運動柔軟的\n[醫] 紆曲的"
sinuously,'sinjuəsli,"adv. 蜿蜒地, 彎曲地；拐彎抹角地；錯綜複雜地"
sinus,'sainәs,"n. 竇, 靜脈竇, 凹陷處"
sinusitis,.sainә'saitis,n. 竇炎\n[醫] 竇炎
sinusoid,'sainәsɒid,"n. 正弦曲線, 竇狀隙\n[醫] 竇狀隙; 竇狀的"
sinusoidal,.sainә'sɒidl,"a. 正弦曲線的, 竇狀隙的\n[醫] 正弦樣的"
sioux,su:,a. 蘇人的；蘇語的
sip,sip,"n. 啜飲, 小口喝, 抿\nvi. 啜飲\nvt. 啜\n[計] 單列直插式組件"
siphon,'saifәn,"n. 虹吸管\nvt. 用虹吸管吸出, 抽取\nvi. 通過虹吸管"
siphonophore,"sai'fɔnә,fɔ:, 'saifәnә-",n. [動]管水母目動物
sipper,'sɪpə," 吸者, 飲者, 吸漿管"
sippy,'sɪpɪ,n. 夕皮士（指50～80歲有穩固收入的消費者）
sir,sә:,"n. 先生, 閣下"
sire,saiә,"n. 陛下, 殿下, 父親\nvt. 生殖, 創作"
siren,'saiәrin,"n. 女海妖, 妖女, 警報器, 汽笛, 迷人的美女\na. 誘惑的\nvi. 響着警報器前進"
sirloin,'sә:lɒin,"n. 牛的上部腰肉, 牛裡脊肉"
sirree,sә:'ri:,n. 先生
sis,sis,n. [美口]姐妹（等於sister）
sisal,'sisәl,[化] 劍麻; 面沙爾麻
sissy,'sisi,"n. 女孩子, 女人腔的男人, 膽小鬼\na. 女人腔的"
sister,'sistә,"n. 姐妹, 姐, 妹, 護士, 修女\nvt. 姐妹般對待"
sisterhood,'sistәhud,"n. 姊妹關係, 姊妹之誼, 婦女團體"
sisterly,'sistәli,"a. 姊妹一般的, 象姊妹的"
sistine,"'sistain, 'sisti:n",a. 羅馬教宗西克斯圖斯的
Sisyphean,",sisi'fi(:)әn","a. 永遠做不完的, 徒勞的"
sit,sit,"vi. 坐, 就座, 坐落\nvt. 使就座, 騎\nn. 坐, 衣服合身"
sitar,si'tɑ:,n. 西他(印度弦樂器)
sitcom,'sitkɔm,abbr. 情景喜劇（situation comedy）
site,sait,"n. 位置, 場所, 地點\nvt. 給...擇址"
siting,'saitiŋ,"n. 建設地點的決定, 道路定線"
sitter,'sitә,"n. 坐着的人, 坐着被畫像的人"
sitting,'sitiŋ,"n. 入席, 就坐, 開庭, 孵卵\na. 坐着的, 就座的, 在職的, 在孵卵中的, 易被擊中的"
situate,'sitjueit,"vt. 使位於, 使處於"
situated,'sitjueitid,"a. 位於...的, 坐落在...的, 處於某種境地的\n[法] 坐落...的, 位於...的, 處於某種境地的"
situation,.sitju'eiʃәn,"n. 情形, 境遇, 位置\n[醫] 情境, 處境"
situational,sitju'eiʃәnәl. -tʃu-,a. 環境形成的；情形的
six,siks,"num. 六, 六個"
sixfold,'siksfәuld,"a. 六倍的, 六重的"
sixpence,'sikspәns,"n. 六便士硬幣, 六便士"
sixteen,'siks'ti:n,"num. 十六, 十六個"
sixteenth,'siks'ti:nθ,"num. 第十六, 十六分之一"
sixth,siksθ,"num. 第六, 六分之一"
sixtieth,'sikstiiθ,"num. 第六十, 六十分之一"
sixty,'siksti,"num. 六十, 六十個"
sixtyish,'sikstiiʃ,a. 六十歲左右的；將近六十歲的
sizable,'saizәbl,"a. 相當大的, 大小相當的"
size,saiz,"n. 大小, 尺寸, 規模, 尺碼, 能力, 漿料\nvt. 上漿, 依大小排列\nvi. 可比擬\na. 一定大小的, 一定尺寸的"
sizeable,'saizәbl,"a. 相當大的, 可觀的"
sized,'saizd,"a. 依大小排列的, 依大小調整的, 型號的, ...尺碼的"
sizing,'saiziŋ,"n. 塗料, 上漿\n[計] 調整大小"
sizzle,'sizl,vi. 發出嘶嘶聲\nvt. 燒灼\nn. 噝噝聲
sizzling,ˈsɪzlɪŋ,"v. 發噝噝聲( sizzle的現在分詞 ); 表現良好, 進行順利; 把…燒得哧哧響, 燒焦; 惡言相罵"
ska,skɑ:,n. 斯卡（牙買加的一種流行音樂）
skald,'skɔ:ld,n. 古代斯堪地納維亞的吟唱詩人
skank,," 缺德的人；討厭鬼"
skanky,," 令人反感的；令人討厭的"
skate,skeit,"n. 溜冰, 冰鞋\nvi. 滑冰, 滑過"
skateboard,'skeitbɔ:d,n. 溜冰板
skateboarder,'skeɪtbɔ:də(r),n. [體]滑板運動員
skateboarding,'skeit.bɔ:diŋ,n. 滑板運動
skater,'skeitә,n. 溜冰者
skating,'skeitiŋ,n. 溜冰
skedaddle,ski'dædl,n. 逃走\nvi. 逃走
skeet,ski:t,n. 雙向飛碟
skeeter,'ski:tә,"n. 蚊子, 冰上滑行船"
skein,skein,"n. 一束, 飛鳥群, 糾紛\n[醫] 染色質紐, 絲球; 線團, 線球"
skeletal,'skelәtәl,"a. 骨骼的, 框架的\n[醫] 骨胳的"
skeleton,'skelәtn,"n. 骨骼, 骨瘦如柴的人, 梗概, 骨幹, 殘骸\na. 骨骼的, 概略的, 基層的, 骨幹的\n[計] 骨架"
skeptic,'skeptik,"n. 懷疑者, 懷疑論者, 不可知論者"
skeptical,'skeptikәl,"a. 懷疑論的, 懷疑的, 不可知論的\n[法] 懷疑的, 不信的, 懷疑論者的"
skeptically,'skeptɪkəlɪ,adv. 懷疑地
skepticism,'skeptisizm,n. 懷疑論\n[醫] 多疑癖
sketch,sketʃ,"n. 素描, 草圖, 小品\nv. 描繪略圖, 畫素描或速寫"
sketchbook,,"n. 寫生簿, 素描簿, 短文集, 隨筆集"
sketched,,v. 草擬（sketch的過去式與過去分詞形式）
sketchily,'sketʃili,adv. 大略地
sketching,'sketʃiŋ,[機] 草圖
sketchpad,'sketʃpæd,"[計] 略圖, 草圖"
sketchy,'sketʃi,"a. 概略的, 草草完成的"
skew,skju:,"a. 斜的, 歪的\nn. 歪斜, 偏態家庭關係\nvi. 歪斜, 側轉\nvt. 使歪斜, 曲解\n[計] 扭斜; 歪斜; 偏斜"
skewed,skju:d,v. 歪曲( skew的過去式和過去分詞 ); 曲解; 使不公允; 影響…的準確性
skewer,skju:ә,"n. 串肉棒, 烤肉叉子, 針狀物\nvt. 刺穿, 串住, 諷刺"
skewered,ˈskju:əd,"v. （用串肉扦或類似物）串起, 刺穿( skewer的過去式和過去分詞 )"
skewing,'skju:iŋ,"[計] 時滯, 偏移, 斜移"
skewness,,[計] 傾斜度\n[醫] 偏斜
ski,ski:,n. 滑雪橇\nvi. 滑雪
skid,skid,"vt. 剎住, 滾滑\nvi. 打滑\nn. 剎車, 滑動墊木"
skidding,'skidiŋ,v. 滑移；地面上拖行；輪滑；側滑滑行（skid的現在分詞）
skier,'ski:ә,n. 滑雪的人
skiff,skif,"n. 小艇, 輕舟, 小型帆船"
skiing,'ski:iŋ,"n. 滑雪運動, 滑雪術"
skilful,'skilful,"a. 靈巧的, 熟練的, 製作精巧的"
skill,'skil,"n. 技術, 技巧, 技能, 熟練, 熟練工人\n[化] 技能"
skilled,'skild,"a. 熟練的\n[經] 熟練的, 有技能的"
skillet,'skilit,"n. 煮鍋, 長柄淺鍋"
skillful,'skilful,"a. 熟練的, 巧妙的\n[機] 熟練的"
skillfully,,adv. 巧妙地；精巧地
skim,skim,"vt. 撇取浮沫, 略讀, 掠過\nvi. 擦過, 瀏覽\nn. 脫脂乳, 擦過, 表層物\na. 撇去浮沫的"
skimmed,skimd,v. 撇去( skim的過去式和過去分詞 ); 掠過; 輕輕擦過; 略讀
skimmer,'skimә,"n. 撇去浮沫的器具, 瀏覽者, 蛤, 蜻, 剪嘴鷗\n[化] 撇沫板; 撇乳器"
skimp,skimp,"vt. 少給, 剋扣\nvi. 吝嗇\na. 少的, 不足的"
skimpy,'skimpi,"a. 不足的, 吝嗇的"
skin,skin,"n. 皮膚, 皮\nvt. 剝皮, 在...植皮\nvi. 長皮, 癒合, 蛻皮"
skinflint,'skinfliŋt,n. 吝嗇鬼
skinhead,'skinhed,n. 理光頭的男人
skink,skiŋk,n. 石龍子
skinless,,"a. 無皮的, 易受感動的, 敏感的"
skinned,'skind,"a. 具有...皮膚的, 具有...膚色的, 沒有草皮的"
skinner,'skinә,"n. 皮商, 剝皮工人, 騙子\n[電] 剝波者"
skinning,'skiniŋ,[化] 結皮現象
skinny,'skini,"a. 似皮的, 極瘦的, 少的, 小氣的\n[醫] 皮的; 消瘦的"
skip,skip,"n. 跳躍, 跳讀\nvi. 跳越, 跳讀, 跳繩, 遺漏, 跳級\nvt. 跳過, 遺漏\n[計] 跳過"
skipjack,'skipdʒæk,"n. 跳躍玩偶, 飛魚類(如鰹魚), 叩頭蟲"
skipper,'skipә,"n. 船長, 機長, 隊長"
skipping,'skipiŋ,[計] 跳躍
skirl,skә:l,"n. 尖叫聲, 風笛聲音\nvi. 發出尖銳聲\nvt. 用風笛演奏"
skirmish,'skә:miʃ,"n. 前哨戰, 小爭論, 小衝突\nvi. 發生小爭論, 偵察"
skirmisher,'skә:miʃә,"n. 進行小爭鬥者, 散兵"
skirmishing,ˈskɜ:mɪʃɪŋ,"v. 小規模戰鬥, 小衝突( skirmish的現在分詞 )"
skirt,skә:t,"n. 裙子, 下擺, 邊緣, 郊區\nvt. 位於...邊緣, 繞過, 迴避\nvi. 位於邊緣"
skirted,'skә:tid,a. 有緣的（帶裙的）
skirting,'skә:tiŋ,"n. 裙料, 壁腳板"
skit,skit,"n. 諷刺文, 戲文, 小喜劇"
skitter,'skitә,"vi. 飛掠而過, 蹦跳\nvt. 使掠過水麵"
skittish,'skitiʃ,"a. 易驚的, 輕佻的, 三心二意的, 不可靠的, 羞怯的, 活潑的, 愛蹦跳的, 活躍的"
skittishness,,n. 活潑好動; 難以駕馭
skittle,'skitl,n. 撞柱遊戲的木柱
skivvy,'skivi,"n. 女佣人, 女僕, 男式汗衫"
skiwear,'ski:weә(r),n. [總稱]滑雪服裝
skulduggery,skʌl'dʌgәri,"n. 欺騙, 欺詐, 作假"
skulk,'skʌlk,"vi. 偷偷隱躲, 偷懶"
skull,skʌl,"n. 頭蓋骨, 頭腦, 好學生\n[醫] 頭顱"
skullcap,'skʌlkæp,"n. 無邊便帽, 黃芩屬植物\n[醫] 美黃芩"
skullduggery,skʌl'dʌ^әri,"n. 欺騙, 詭計, 詐騙"
skunk,skʌŋk,"n. 臭鼬, 臭鼬皮, 討厭鬼\nvt. 使慘敗, 欺騙"
sky,skai,"n. 天空, 天色, 天堂\nvt. 擊向空中, 掛在高處\nvi. 高漲"
skybox,," （體育場的）貴賓看台"
skycap,'skaikæp,n. 機場行李搬運員
skydive,'skaidaiv,v. 跳傘運動員在降落傘張開前做空中造型動作
skydiver,'skaɪdaɪvə(r),n. 做空中造型動作的跳傘運動員
skydiving,,n. 盡量延緩張傘的跳傘運動
skyhook,'skaihuk,n. 扁平空投器
skylark,'skailɑ:k,"n. 雲雀\nvi. 嘻鬧, 閒蕩"
skylight,'skailait,n. 天窗
skyline,'skailain,"n. 天涯, 地平線, 空中輪廓線"
skylit,'skailit,skylight的過去式和過去分詞
skyrocket,'skai.rɒkit,"vi. 飛漲, 突升\nn. 焰火"
skyrocketing,s'kaɪrɒkɪtɪŋ,"v. 突升, 猛漲( skyrocket的現在分詞 )"
skyscape,'skaiskeip,n. 天空景色(畫)
skyscraper,'skaiskreipә,"n. 摩天樓, 三角形天帆"
skywalk,'skaiwɔ:k,n. (在市區大樓之間建造的通常為封閉式的)人行天橋
skyward,'skaiwәd,"adv. 向著天空, 向上\na. 向著天空的, 向上的"
skyway,'skaiwei,"n. 航線\n[法] 航路, 高架公路"
slab,slæb,"n. 平板, 厚片\nvt. 切成厚板, 以平板蓋上"
slack,slæk,"n. 鬆弛, 鬆懈, 淡季, 閑散, 家常褲\na. 鬆弛的, 不流暢的, 疏忽的, 無力的, 獃滯的, 軟弱的, 漏水的\nadv. 馬虎地, 緩慢地\nvt. 放鬆, 使緩慢\nvi. 鬆懈, 減弱, 鬆弛"
slacken,'slækәn,"vt. 使鬆弛, 放鬆, 放慢\nvi. 變鬆弛, 減弱, 鬆勁"
slackened,ˈslækənd,v. （使）鬆弛( slacken的過去式和過去分詞 ); （使某物）放慢; 鬆懈下來; 變遲緩
slackening,ˈslækənɪŋ,v. （使）鬆弛( slacken的現在分詞 ); （使某物）放慢; 鬆懈下來; 變遲緩
slacker,'slækә,"n. 懶惰蟲, 逃避兵役者"
slackness,'slæknɪs,n. 懈怠
slag,slæg,"n. 熔渣, 礦渣, 無足輕重的人\nvt. 使變成熔渣\nvi. 變熔渣"
slain,slein,slay的過去分詞
slake,sleik,"vt. 消除, 使清涼, 熄滅\n[醫] 消, 滅; 消和(石灰); 松, 緩和"
slalom,'slælәm,n. 障礙滑雪
slam,slæm,"n. 砰然聲, 猛然, 猛烈的抨擊\nvt. 猛然關上, 砰地關上, 猛烈抨擊\nvi. 砰地關上, 猛攻"
slammed,slæmd,v. 砰地關上（門或窗）( slam的過去式和過去分詞 ); 用力一放; 使勁一推; 猛勁一摔
slammer,'slæmә,[法] 監獄
slamming,'slæmiŋ,n. [船舶]砰擊
slander,'slændә,"n. 中傷, 誹謗\nvt. 中傷, 誹謗"
slanderous,'slændәrәs,"a. 中傷性的, 中傷的, 挖苦人的\n[法] 誹謗的, 造謠中傷的, 詆毀的"
slang,slæŋ,"n. 俚語\nv. 辱罵, 用俚語說"
slangy,'slæŋi,"a. 俚語的, 俗話多的"
slant,slænt,"n. 傾斜, 斜面, 觀點, 偏見, 歪曲\na. 傾斜的\nv. (使)傾斜"
slanted,ˈslɑ:ntɪd,"a. 有偏見的; 傾斜的\nv. （使）傾斜, 歪斜( slant的過去式 ); 有傾向性地編寫或報道"
slanting,'slɑ:ntiŋ,"a. 傾斜的, 歪斜的"
slantwise,'slæntwaiz,a. 傾斜的\nadv. 傾斜地
slap,slæp,"n. 摑, 掌擊, 侮辱, 拍擊聲\nv. 拍擊, 懲罰\nadv. 正面地, 直接地, 突然地"
slapping,'slæpiŋ,"a. 出奇快的, 巨大的\n[醫] 掌拍法"
slapstick,'slæpstik,"n. 鬧劇, 趣劇"
slash,slæʃ,"v. 猛砍, 亂砍\nn. 猛砍, 亂砍, 刪減\n[計] 斜線"
slashed,slæʃt,v. 揮砍( slash的過去式和過去分詞 ); 鞭打; 割破; 削減
slasher,'slæʃә,"n. 猛砍者, 亂砍者, 好毆鬥者, 恃強欺弱的人, 刀, 泥刀, 剃刀片, 劍, 漿紗機"
slashing,'slæʃiŋ,"a. 猛烈的, 苛刻的, 鮮明的, 猛砍的"
slat,slæt,n. 條板\nvi. 劈啪劈啪地碰撞\nvt. 用條板製造
slate,sleit,"n. 板岩, 頁岩, 提名名單, 人選, 記錄, 石板\na. 石板色的\nvt. 鋪石板, 責罵, 痛打"
slated,ˈsleɪtɪd,v. 用石板瓦蓋( slate的過去式和過去分詞 )
slather,'slæðә,"vt. 厚厚地塗, 大量使用\nn. 大量"
slatted,'slætid,"a. 裝有板條的,用板條做的,覆有板條的"
slaughter,'slɒ:tә,"n. 殘殺, 屠殺, 殺戮\nvt. 殘殺, 屠殺, 虧本出售"
slaughtered,ˈslɔ:təd,"v. 屠殺, 殺戮, 屠宰( slaughter的過去式和過去分詞 )"
slaughterer,,"n. 屠夫, 屠殺者, 劊子手\n[法] 屠夫, 屠殺者, 劊子手"
slaughterhouse,'slɒ:tәhaus,n. 屠殺場
slaughtering,'slɔ:tərɪŋ,"v. 屠殺, 殺戮, 屠宰( slaughter的現在分詞 )"
slav,"slɑ:v, slæv",a. 斯拉夫人的；斯拉夫語的
slave,sleiv,"n. 奴隸, 從動裝置, 卑鄙的人\nvi. 拚命工作\n[計] 從設備"
slaveholder,'sleiv.hәuldә,n. 奴隸所有者
slaver,'sleivә,"n. 奴隸商人, 奴隸販賣船, 口水\nvi. 垂涎, 淌口水, 奉承\nvt. 淌口水弄髒"
slavering,ˈslævərɪŋ,"v. 流口水( slaver的現在分詞 ); 垂涎, 極想得到"
slavery,'sleivәri,"n. 奴隸的身分, 奴隸狀態, 奴隸制度\n[法] 奴隸制度, 奴役, 苦役"
Slavic,"'slævik, 'slɑ:v-","a. 斯拉夫的, 斯拉夫人的"
slavish,'sleiviʃ,"a. 奴隸的, 奴性的, 盲從的"
slavishly,'sleɪvɪʃlɪ,"adv. 奴隸般地, 盲目地"
Slavonic,slә'vɔnik,"a. 斯拉夫的, 斯拉夫人的"
slaw,slɒ:,n. 酸捲心菜絲
slay,slei,"v. 殺害, 殘殺"
slayer,,"n. 殺人者, 兇手, 屠宰者\n[法] 殺人者, 兇手"
slaying,sleɪŋ,"n. 殺戮。\nv. 殺死, 宰殺, 殺戮( slay的現在分詞 )"
sleaze,sli:z,n. 劣等品；卑鄙的人；骯髒；不名譽的狀況
sleazy,'sleizi,"a. 質地薄的, 沒有內容的, 低級庸俗的"
sled,sled,n. 雪撬\nvt. 用雪撬搬運\nvi. 乘雪撬\n[計] 單一大型貴重磁盤
sledding,'slediŋ,n. 乘雪撬
sledge,sledʒ,"n. 雪橇, 大鎚\nvt. 用雪橇搬運\nvi. 坐雪橇"
sledgehammer,'sledʒ.hæmә,"n. 大鎚, 極有分量的事物\na. 強力的, 手下不留情的\nv. 用大鎚打, 沉重打擊"
sleek,sli:k,"a. 光滑的, 油嘴滑舌的, 線條明快的, 圓滑的, 時髦的\nvt. 使光滑, 掩蓋\nvi. 打扮漂亮, 滑動"
sleekly,sli:klɪ,"adv. 光滑地, 光澤地"
sleekness,sli:knəs,n. 油滑; 油光發亮; 時髦闊氣; 線條明快
sleep,sli:p,"n. 睡眠, 靜止, 昏迷, 麻木, 長眠, 冬眠\nvi. 睡覺, 睡眠, 靜止\nvt. 睡"
sleeper,'sli:pә,"n. 睡眠者, 枕木, 卧鋪\n[法] 睡眠者, 懶人, 死人"
sleepily,'sli:pili,"adv. 想睡地, 睏倦地"
sleepiness,'sli:pinis,"n. 睡意\n[醫] 瞌睡, 欲睡"
sleeping,'sli:piŋ,n. 睡眠\na. 睡着的
sleepless,'sli:plis,"a. 不睡眠的, 睡不着的, 不休息的"
sleeplessness,,[醫] 失眠
sleepover,ˈsli:pəʊvə(r),n. 就是孩子到別的小朋友家過夜。
sleepwalk,'sli:pwɔ:k,vi. 夢遊
sleepwalker,'sli:pwɒ:kә,n. 夢遊病者
sleepwalking,'sli:pwɒ:kiŋ,n. 夢遊病
sleepwear,'sli:pwєә,n. 睡衣褲
sleepy,'sli:pi,"a. 睏乏的, 欲睡的"
sleepyhead,'sli:pihed,"n. 貪睡者, 懶鬼"
sleet,sli:t,n. 雨夾雪\nvi. 下雨夾雪
sleeve,sli:v,"n. 袖子, 套管\nvt. 縫上袖子"
sleeved,,a. 裝有袖子的
sleeveless,'sli:vlis,a. 無袖的
sleigh,slei,n. 雪撬\nvt. 用雪撬搬運\nvi. 乘雪撬
sleight,slait,"n. 技巧, 詭計, 熟練"
slender,'slendә,"a. 苗條的, 纖弱的, 微少的, 微薄的\n[機] 細的, 纖細的"
slenderness,'slɛndɚnɪs," 細長度"
sleuth,slu:θ,"n. 警犬, 偵探\nvi. 做偵探"
sleuthing,ˈslu:θɪŋ,"n. （非警方人員所做的）調查, 偵察"
slew,slu:,"n. 沼地, 迴轉, 旋轉, 扭轉, 大量\nvt. 使旋轉, 使猛拐, 使側滑\nvi. 迴轉, 扭轉, 側滑, 猛拐\nslay的過去式"
slice,slais,"n. 薄的切片, 一部分, 菜刀\nvt. 切成薄片, 切下\nvi. 切\n[計] 片"
sliced,slaist," 刨切的"
slicer,'slaisә,n. 切片機\n[電] 截剪器
slicing,'slaisiŋ,"[計] 切片, 切斷, 限制, 分片"
slick,slik,"a. 光滑的, 熟練的, 聰明的, 華而不實的, 老套的, 陳腐的\nadv. 靈活地, 聰明地\nvt. 使光滑, 使漂亮\nvi. 打扮整潔\nn. 光滑平面, 平滑器, 修光工具"
slicked,slikt,v. 順利而有效的( slick的過去式和過去分詞 ); 不費力的; 圓滑的; 光滑的
slicker,'slikә,"n. 防水衣, 雨衣, 騙子\n[機] 抹鏝"
slickly,'slikli,adv. 平滑地；靈巧地；熟練地
slickness,'sliknis,"n. 光滑, 巧妙, 花言巧語"
slide,slaid,"n. 滑, 滑道, 山崩, 雪崩, 幻燈片\nvt. 使滑動, 偷偷放入\nvi. 滑動, 滑落, 不知不覺陷入, 偷偷地走"
slider,'slaidә,[電] 滑動器
slideshow,slaid'ʃəu,"n. 幻燈片, 幻燈片放映, 播放幻燈片方式"
sliding,'slaidiŋ,"a. 滑行的, 變化的\n[機] 滑動"
slight,slait,"n. 輕蔑, 怠慢\na. 輕微的, 纖細的, 脆弱的, 苗條的\nvt. 輕視, 忽略, 怠慢"
slighted,slaitid,"v. 輕蔑, 忽視, 怠慢( slight的過去式和過去分詞 )"
slightly,'slaitli,"adv. 些微地, 苗條地"
slim,slim,"a. 瘦的, 苗條的, 微小的, 稀少的, 微薄的\nvi. 變苗條\nvt. 使苗條"
slime,slaim,"n. 爛泥, 粘液\nvt. 塗上泥\nvi. 變粘滑"
slimeball,ˈslaɪmbɔ:l," 粘球"
slimmer,'slimә(r),"n. (通過節食、運動等)減輕體重者,減肥者"
slimming,'slimiŋ,"n. 減輕體重, 減肥\na. 減輕體重的"
slimness,'slimnis,n. 細長；微薄
slimy,'slaimi,"a. 泥的, 泥濘的, 粘糊糊的, 討厭的"
sling,sliŋ,"n. 投石器, 拋擲, 吊索, 吊鉤\nvt. 用投石器投擲, 用吊鉤吊上, 吊起"
slingback,'sliŋbæk,n. (鞋后幫呈帶狀的)露跟女鞋
slingshot,'sliŋʃɒt,n. 彈弓
slink,sliŋk,"vi. 鬼鬼祟祟地走, (動物)早產\nvt. 早產\nn. 鬼鬼祟祟的人, 早產的動物\na. 早產的"
slinky,'slinki,"a. 鬼鬼祟祟的, 苗條的"
slip,slip,"n. 滑, 滑行, 事故, 溜, 差錯, 滑台, 下降, 插條, 後裔, 板條, 瘦長的年輕人\nvi. 滑動, 滑倒, 失足, 溜走, 滑落, 犯錯, 變壞\nvt. 使滑動, 滑過, 擺脫, 閃開, 塞入, 從...取接枝\na. 滑動的, 滑移的, 活絡的, 有活結的\n[計] 串行線接口協議"
slipcover,'slip.kʌvә,"n. 封套, 套子, 沙發套"
slipcovered,"'slɪp,kʌvə(r)",n. 沙發套；套子；覆蓋物\nvt. 給…加封套
slipknot,'slipnɒt,n. 活結
slippage,'slipidʒ,"n. 滑移, 滑動, 滑程\n[經] 延誤"
slipped,,a. 打滑的
slipper,'slipә,"n. 拖鞋, 制輪器\nvt. 用拖鞋打"
slippered,,a. 穿着拖鞋的
slipperiness,,n. 滑溜
slippery,'slipәri,"a. 滑的, 光滑的, 靠不住的, 圓滑的, 不穩固的\n[法] 狡猾的, 不可靠的, 不安定的"
slipping,'slipiŋ,[經] 不嚴重的價格下跌
slipshod,'slipʃɒd,"a. 破爛的, 馬虎的, 潦草的"
slipstream,'slipstri:m,n. 沖流
slipway,'slipwei,"n. 滑台, 船台"
slit,slit,"n. 裂縫, 投幣口, 狹長裂口\nvt. 切開, 扯裂, 使有狹縫\nvi. 縱切, 縱裂"
slither,'sliðә,vi. 不穩地滑動\nvt. 使滑動
slithering,ˈslɪðərɪŋ,v. （因地面陡峭或濕滑等）跌跌撞撞地溜行( slither的現在分詞 ); 滑行; 蛇行; 爬行
slithery,'sliðri,"a. 滑的, 滑溜的"
slitted,slɪt,vt. 撕裂；使有狹縫\nn. 裂縫；投幣口\nvi. 縱裂
sliver,'slivә,"n. 裂片, 薄片, 梳毛\nvt. 切成長片\nvi. 剖開, 分裂"
slivered,,vt.& vi. 使成薄片（sliver的過去式與過去分詞形式）
slob,slɒb,"n. 泥, 軟泥, 粗俗平庸的人"
slobber,'slɒbә,"vi. 垂涎, 流口水, 情不自禁地說\nvt. 流口水弄濕, 口齒不清地說, 處事馬虎\nn. 口水, 涎, 過分動情的話, 語無倫次的話"
slobbering,,[醫] 垂涎
slobbery,'slɔbәri,"a. 淌口水的, 潮濕的, 骯髒的, 泥濘的, 過分傷感的, 感情迸發的, 懶散的"
sloe,slәu,n. 黑刺李\n[醫] 黑刺李
slog,slɒg,"n. 猛擊, 苦幹, 跋涉\nv. 猛擊, 苦幹"
slogan,'slәugәn,"n. 吶喊聲, 標語, 口號"
sloganeer,.slәugә'niә,vi. 使用標語口號\nn. 標語口號作者
sloganeering,ˌsləʊgəˈnɪərɪŋ,v. 大量使用標語口號( sloganeer的現在分詞 )
sloop,slu:p,n. 單桅帆船
slop,slɒp,"n. 外衣, 工作服, 泥漿, 污水, 過分熱情, 口若懸河\nvi. 濺出, 踏着泥濘前進\nvt. 使溢出, 使濺出, 弄髒"
slope,slәup,"n. 傾斜, 斜坡, 斜率, 扛槍姿勢\nvt. 使傾斜, 弄斜, 扛\nvi. 傾斜, 走, 逃走"
sloped,,a. 傾斜的
sloping,'slәjpiŋ,"a. 成斜坡的, 傾斜的"
sloppily,'slɒpɪlɪ,"adv. 馬虎地, 草率地"
sloppiness,,n. 凌亂；馬虎
sloppy,'slɒpi,"a. 泥濘的, 潮濕的, 粗心的"
